headline,label,lm_positive_words,lm_negative_words,detected_entities,detected_directional_words,senti_dd_pos_pairs,senti_dd_neg_pairs,senti_dd_score,senti_dd_prediction,correct
finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation,neutral,[],[],[],[],[],[],0,neutral,True
return on capital employed rose by 4 8 percentage points to 19 6,positive,[],[],['capital'],['rose'],['capital_rose'],[],1,positive,True
the group s order portfolio decreased from eur 42 9 mn in 9 2007 to eur 33 3 mn in 2 2008,negative,[],[],"['eur', 'group', 'mn', 'order']",['decreas'],[],"['mn_decreas', 'order_decreas', 'eur_decreas', 'group_decreas']",-4,negative,True
directors and shareholders alike should ask why these practices were allowed to continue,neutral,[],[],[],[],[],[],0,neutral,True
if honkarakenne starts production there it will need a partner for sawmill operations,neutral,[],[],[],[],[],[],0,neutral,True
at some point it will spread also to iran and iraq,neutral,[],[],[],[],[],[],0,neutral,True
operating loss amounted to eur 0 9 mn in the first half of 2006 compared to a profit of eur 0 5 mn in the first half of 2005,negative,[],['loss'],"['eur', 'profit', 'mn']",[],[],[],-1,negative,True
excluding non recurring items pre tax profit surged 45 to eur80m,positive,[],[],"['profit', 'item']",['surg'],"['profit_surg', 'item_surg']",[],2,positive,True
sales increased due to growing market rates and increased operations,positive,[],[],['sale'],"['increas', 'grow']","['sale_increas', 'sale_grow']",[],2,positive,True
the divested stake represented about 2 7 m shares in okmetic s capital,neutral,[],['divested'],"['capital', 'share']",[],[],[],-1,negative,False
shares of nokia corp rose thursday after the cell phone maker said its third quarter earnings almost doubled and its share of the global handset market increased,positive,[],[],"['quarter', 'maker', 'share']","['increas', 'rose', 'doubl']","['quarter_increas', 'maker_doubl', 'share_rose', 'share_doubl', 'share_increas', 'quarter_rose', 'maker_rose', 'quarter_doubl', 'maker_increas']",[],9,positive,True
london afx uk and european brokers recommendations issued today as collated by afx news from a range of market sources,neutral,[],[],['news'],[],[],[],0,neutral,True
the business area has operations in finland sweden denmark estonia latvia and lithuania,neutral,[],[],"['area', 'business']",[],[],[],0,neutral,True
the contracts between raute corporation and muling kemian wood products co ltd which were announced on 3 november 2010 have taken effect,neutral,[],[],"['product', 'contract']",[],[],[],0,neutral,True
net sales in 2007 are expected to be 10 up on 2006,positive,[],[],"['net', 'sale']",['up'],"['sale_up', 'net_up']",[],2,positive,True
the policy was also aimed at making the companies more profitable and competitive,positive,['profitable'],[],['company'],[],[],[],1,positive,True
the connectivity unit has more than 100 e invoice customers and the number of annual transactions stands at nearly one million,neutral,[],[],[],[],[],[],0,neutral,True
the talks involved the food and ingredients divisions as well as group service functions the company said,neutral,[],[],"['company', 'group']",[],[],[],0,neutral,True
20 october 2010 finnish environmental management company lassila & tikanoja oyj hel : lat1v or l&t said monday it expects its operating profit excluding non recurring items for the whole 2010 to be slightly lower than in 2009,negative,[],[],"['company', 'profit', 'item', 'oyj']",[],[],[],0,neutral,False
more than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral,[],[],"['system', 'month']",[],[],[],0,neutral,True
a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members,negative,[],['losing'],['company'],[],[],[],-1,negative,True
the board machine which will have a wire width of 6 25 m and a design speed of 900 m min will produce close to 1 400 tonnes of folding boxboard per day,neutral,[],[],['day'],[],[],[],0,neutral,True
the value of the orders is over eur 10mn,neutral,[],[],"['eur', 'value', 'order']",[],[],[],0,neutral,True
in 2009 comptel slipped to a net loss of eur2 1 m from a profit of eur6 6 m in the previous year,negative,[],['loss'],"['net', 'profit', 'year']",[],[],[],-1,negative,True
proline plus is available in both adjustable single and multichannel models and fixed volume single channel models in volume ranges from 0 1 micro litres to 10 ml,neutral,[],[],['volume'],[],[],[],0,neutral,True
their names have not yet been released,neutral,[],[],[],[],[],[],0,neutral,True
kesko s car import and retailing business vv auto saw sales grow by 17 1 pct,positive,[],[],"['sale', 'business']",['grow'],"['business_grow', 'sale_grow']",[],2,positive,True
aldata solution oyj bertrand sciard president and ceo further information : aldata solution oyj bertrand sciard president and ceo tel +33 1 46 48 28 00 aldata 100 retail wholesale at aldata 100 of our business is dedicated to retail and wholesale business improvement,neutral,['improvement'],[],"['business', 'oyj', 'solution']",[],[],[],1,positive,False
cash flow after investments amounted to eur45m down from eur46m,negative,[],[],['investment'],['down'],[],['investment_down'],-1,negative,True
profit for the period was eur 15 6 mn compared to eur 14 1 mn in 2007,positive,[],[],"['eur', 'profit', 'period', 'mn']",[],[],[],0,neutral,False
the orders also include a few high power drives for the control of seismic compressors,neutral,[],[],['order'],[],[],[],0,neutral,True
as much biomass will be used as can be sourced locally with the rest of the plant s fuel needs met by peat,neutral,[],[],['plant'],[],[],[],0,neutral,True
capacity of the facility made by finland s vaahto group is 86 000 tons of light coated paper,neutral,[],[],"['group', 'paper']",[],[],[],0,neutral,True
finnish flexible packaging manufacturer suominen corporation reports net sales of eur 54 5 mn in the first quarter of 2008 compared with eur 54 3 mn a year earlier,positive,[],[],"['eur', 'sale', 'report', 'quarter', 'net', 'manufacturer', 'year', 'mn']",[],[],[],0,neutral,False
the price of the 10 000 kroon par value bonds was 9663 51 kroons in the primary issue,neutral,[],[],['value'],[],[],[],0,neutral,True
however the growth margin slowed down due to the financial crisis,negative,[],"['slowed', 'crisis']","['growth', 'margin']",['down'],[],"['growth_down', 'margin_down']",-4,negative,True
upm s deliveries increased during the third quarter by 4 percent and the efficiency of operations improved chief executive jussi pesonen said,positive,"['improved', 'efficiency']",[],"['quarter', 'percent', 'efficiency']",['increas'],"['quarter_increas', 'percent_increas', 'efficiency_increas']",[],5,positive,True
neste oil s board proposed 1 00 eur dividend for the full year 2007 compared with 0 90 eur a year ago,positive,[],[],"['eur', 'year']",[],[],[],0,neutral,False
the acquisition sum has not been disclosed,neutral,[],['disclosed'],[],[],[],[],-1,negative,False
the baltimore police and fire pension which has about $ 1 5 billion lost about $ 3 5 million in madoff ponzi scheme,negative,[],['lost'],[],[],[],[],-1,negative,True
the inventors are mukkavilli krishna kiran sabharwal ashutosh and aazhang behnaam,neutral,['inventors'],[],[],[],[],[],1,positive,False
i m trying to deal with slavery from a different perspective to balance the story says deramus formerly a writer at the detroit free press and the detroit news,neutral,[],[],['news'],[],[],[],0,neutral,True
the cranes would be installed onboard two freighters ordered by singaporean ship owner masterbulk,neutral,[],[],[],[],[],[],0,neutral,True
the company continued the development of a fully human antibody in its vap 1 antibody program,neutral,[],[],['company'],[],[],[],0,neutral,True
the operating loss amounted to eur 0 8 mn compared to a profit of eur 3 9 mn a year earlier,negative,[],['loss'],"['eur', 'profit', 'year', 'mn']",[],[],[],-1,negative,True
basware s product sales grew strongly in the financial period by 24 percent,positive,[],[],"['product', 'sale', 'percent', 'period']",[],[],[],0,neutral,False
the exercise price of the option will be based on safran software solutions license and maintenance sales as well as the result of the company,neutral,[],[],"['company', 'sale', 'result', 'solution']",[],[],[],0,neutral,True
saunalahti is a part of the elisa group,neutral,[],[],['group'],[],[],[],0,neutral,True
combining this deep domain expertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination,positive,['winning'],[],[],[],[],[],1,positive,True
the financial statements release will be available after publishing on the company s internet pages at www cargotec com,neutral,[],[],['company'],[],[],[],0,neutral,True
the figure includes the change in the fair value of the property portfolio eur 26 2 million,neutral,[],[],"['eur', 'value']",[],[],[],0,neutral,True
adp news feb 13 2009 finnish retailer kesko oyj hel : kesbv said today its total sales excluding value added tax vat stood at eur 661 3 million usd 853 1 m in january 2009 down 15 2 year on yea,negative,[],[],"['eur', 'sale', 'news', 'value', 'oyj', 'year']",['down'],[],"['value_down', 'oyj_down', 'sale_down', 'eur_down', 'year_down', 'news_down']",-6,negative,True
the company is presently examining whether the project would be financially feasible,neutral,[],[],['company'],[],[],[],0,neutral,True
incap headquartered in oulu finland is a electronics contract manufacturer with some 750 employees in finland estonia and india,neutral,[],[],"['contract', 'manufacturer']",[],[],[],0,neutral,True
the presentation material can be viewed on the company s website in english after the conference,neutral,[],[],['company'],[],[],[],0,neutral,True
the company will publish its financial statement for 2008 on february 25 2009,neutral,[],[],['company'],[],[],[],0,neutral,True
revenues at the same time grew 14 percent to 43 million euros,positive,[],[],"['revenue', 'percent']",[],[],[],0,neutral,False
according to viking line s managing director nils erik eklund the company s board of directors is very satisfied with viking line s performance,positive,['satisfied'],[],['company'],[],[],[],1,positive,True
operating profit for the nine month period increased from eur13 6 m while net sales increased from eur394 7 m as compared to the corresponding period in 2005,positive,[],[],"['sale', 'month', 'period', 'net', 'profit']",['increas'],"['period_increas', 'net_increas', 'month_increas', 'sale_increas', 'profit_increas']",[],5,positive,True
capman plc press release 31 march 2008 jukka ruuska president of the omx nordic exchanges and the stockholm stock exchange will transfer to capman effective no later than september 2008,neutral,['effective'],[],['september'],[],[],[],1,positive,False
the government has instead proposed an exchange of the state s stake in lmt to teliasonera s stake in lattelecom,neutral,[],[],[],[],[],[],0,neutral,True
supported nokia phones include : n96 n95 8gb n95 n93 n931 n92 n85 n82 n81 n80 n79 n78 n77 n76 n75 n73 n72 n71 e90 e71 e70 e66 e65 e62 e61 e61i e60 e51 e50 touch xpress 5800 6220 classic 6210 navigator 6120 classic 6110 navigator 5700 5500 5320xm,neutral,[],[],[],[],[],[],0,neutral,True
previously the plant was expected to be completed by the end of 2008,neutral,[],[],"['plant', 'end']",[],[],[],0,neutral,True
viking will pay eur 130 million for the new ship which will be completed in january 2008,neutral,[],[],['eur'],[],[],[],0,neutral,True
harold w young is an independent broker working closely with several retailers including ahold usa market basket cvs bj s wholesale club hannaford and cumberland farms,neutral,[],[],[],[],[],[],0,neutral,True
the stock is trading above both its maps and the 50 day map of sek72 983 is higher than the 200 day map of sek70 283 a bullish indicator,positive,[],[],['day'],['higher'],[],['day_higher'],-1,negative,False
the value of the order is about eur 30mn,neutral,[],[],"['eur', 'value', 'order']",[],[],[],0,neutral,True
the contract will take effect in 2009 for a five or ten year period,neutral,[],[],"['year', 'contract', 'period']",[],[],[],0,neutral,True
in august october 2010 the company s result before taxes totalled eur 9 6 mn up from eur 0 5 mn in the corresponding period in 2009,positive,[],[],"['eur', 'period', 'result', 'company', 'mn']",['up'],"['eur_up', 'period_up', 'mn_up']","['company_up', 'result_up']",1,positive,True
sdm offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector,neutral,[],[],['construction'],[],[],[],0,neutral,True
finnish construction company yit oyj said on november 13 2007 it won a 70 mln euro $ 102 8 mln contract to construct the new office building for local property company tapiola real estate oy,positive,[],[],"['mln', 'contract', 'oyj', 'company', 'construction']",[],[],[],0,neutral,False
the terms and conditions of stock option scheme 2004 are available on the group s website,neutral,[],[],['group'],[],[],[],0,neutral,True
finnish telecoms software developer tecnomen oyj said on december 5 2006 it won a $ 3 3 mln 2 5 mln euro order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of brasil telecom,positive,[],[],"['system', 'order', 'mln', 'oyj']",[],[],[],0,neutral,False
tecnotree s convergent charging solution includes functionality for prepaid and post paid billing charging and rating of voice calls video calls and raw data traffic for both mobile and fixed networks,neutral,[],[],"['traffic', 'solution']",[],[],[],0,neutral,True
under the rental agreement stockmann was committed to invest in the building of a bridge over the gogol street or build an underground tunnel for crossing the street by 2004,neutral,[],['bridge'],[],[],[],[],-1,negative,False
outotec said it won new orders worth 492 9 mln eur during the quarter compared with 240 4 mln eur a year earlier,positive,[],[],"['eur', 'quarter', 'mln', 'order', 'year']",[],[],[],0,neutral,False
byline : tim moran cellular phone giant nokia corp is offering $ 8 1 billion for digital map supplier navteq corp of chicago,neutral,[],[],[],[],[],[],0,neutral,True
the firm builds components for mobile phones and other communications products,neutral,[],[],"['product', 'communication']",[],[],[],0,neutral,True
viking line manages well with its current ferries,positive,[],[],[],[],[],[],0,neutral,False
according to the notification the holdings of ameriprice inc and its group companies are now in total 808 973 shares which represent 3 582 of tekla ¦ s shares and voting rights,neutral,[],[],"['company', 'group', 'share']",[],[],[],0,neutral,True
featuring the s60 user interface this 135 gram model also comes with a 2 4 inch quarter vga display and 100 megabytes of internal memory expandable through the micro secure digital slot,neutral,[],[],['quarter'],[],[],[],0,neutral,True
swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis,negative,[],['crisis'],['share'],[],[],[],-1,negative,True
kesko has about 2 000 stores engaged in chain operations in the nordic and baltic countries russia and belarus,neutral,[],[],[],[],[],[],0,neutral,True
this resulted in improved sales figures in sweden,positive,['improved'],[],['sale'],[],[],[],1,positive,True
odell has not contacted the state of finland in this issue,neutral,[],[],[],[],[],[],0,neutral,True
ebit excluding non recurring items totalled eur 67 8 mn up from eur 38 1 mn,positive,[],[],"['eur', 'item', 'mn']",['up'],"['eur_up', 'item_up', 'mn_up']",[],3,positive,True
prices and delivery volumes of broadband products decreased significantly in 2005,negative,[],[],"['product', 'volume']",['decreas'],[],"['product_decreas', 'volume_decreas']",-2,negative,True
in the first nine months of 2010 the company s net loss narrowed to eur415 000 from eur7 4 m for the corresponding period of 2009,positive,[],['loss'],"['company', 'net', 'month', 'period']",[],[],[],-1,negative,False
glaston s net profit for the third quarter of 2007 dropped to 2 4 mln euro $ 3 5 mln from 3 5 mln euro $ 5 1 mln for the corresponding period of 2006,negative,[],['dropped'],"['quarter', 'period', 'mln', 'net', 'profit']",['drop'],[],"['quarter_drop', 'profit_drop', 'period_drop', 'net_drop', 'mln_drop']",-6,negative,True
the company is involved in the the sale of financial products including insurance mortgages car and personal loans financial brokerage and equipment finance leasing,neutral,[],[],"['product', 'company', 'sale']",[],[],[],0,neutral,True
yit corporation sept 24 2007 at 13:30 corporate release stock exchange release yit s capital markets day in london sept 26 2007 on wednesday september 26 2007 yit will hold a capital markets day for investors and analysts in london,neutral,[],[],"['september', 'capital', 'day']",[],[],[],0,neutral,True
other north rhine westphalia is to issue a benchmark 5 year fixed rate deal in euros,neutral,[],[],['year'],[],[],[],0,neutral,True
the payment date is march 25 2010,neutral,[],[],[],[],[],[],0,neutral,True
finnish scanfil a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of eur 108 7 mn in the first half of 2008 down from eur 111 1 mn a year earlier,negative,[],[],"['eur', 'sale', 'report', 'manufacturer', 'net', 'contract', 'system', 'communication', 'year', 'mn']",['down'],[],"['contract_down', 'sale_down', 'net_down', 'eur_down', 'system_down', 'mn_down', 'year_down', 'communication_down', 'report_down', 'manufacturer_down']",-10,negative,True
elisa corporation will disclose its financial statements for 2006 on thursday 8 february 2007,neutral,[],['disclose'],[],[],[],[],-1,negative,False
the company has a continuous need for alloys such as nickel ferro chrome molybdenum and manganese in its production said talvivaara,neutral,[],[],['company'],[],[],[],0,neutral,True
the order is included in metso s fourth quarter 2007 order backlog,neutral,[],[],"['quarter', 'order']",[],[],[],0,neutral,True
the moscow metro www mosmetro ru was the first metro system in europe to implement smart cards together with a new type of magnetic card in 1998,neutral,[],[],['system'],[],[],[],0,neutral,True
its customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy and mansner oy,neutral,[],[],['company'],[],[],[],0,neutral,True
bids or offers include at least 1 000 shares and the value of the shares must correspond to at least eur4 000,neutral,[],[],"['value', 'share']",[],[],[],0,neutral,True
this implementation is very important to the operator since it is about to launch its fixed to mobile convergence service in brazil see brazil : 8 may 2006 :,neutral,[],[],[],[],[],[],0,neutral,True
talentum expects that the net sales of its core business will increase in 2008 compared to 2007,positive,[],[],"['net', 'sale', 'business']",['increas'],"['sale_increas', 'business_increas', 'net_increas']",[],3,positive,True
adp news feb 11 2009 finnish wood products technology supplier raute oyj hel : rutav said today its net profit decreased to eur 4 7 million usd 6 1 m for 2008 from eur 6 6 million for 2007,negative,[],[],"['eur', 'product', 'news', 'net', 'profit', 'oyj']",['decreas'],[],"['product_decreas', 'profit_decreas', 'net_decreas', 'eur_decreas', 'oyj_decreas', 'news_decreas']",-6,negative,True
cash flow from business operations totalled eur 0 4 mn compared to a negative eur 15 5 mn in the first half of 2008,positive,[],['negative'],"['eur', 'business', 'mn']",[],[],[],-1,negative,False
the company serves customers in various industries including process and resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy and information technology as well as catering and households,neutral,[],[],"['company', 'construction']",[],[],[],0,neutral,True
revenue grew by 2 percent to x20ac 580 million $ 743 million from x20ac 569 million,positive,[],[],"['revenue', 'percent']",[],[],[],0,neutral,False
the extraordinary general meeting is expected to take place no later than 18 february 2011,neutral,[],[],[],[],[],[],0,neutral,True
the order is related to renewing the network of the telecommunications operator,neutral,[],[],['order'],[],[],[],0,neutral,True
nevertheless its market share rose to 49 14 percent from 48 51 percent a year earlier,positive,[],[],"['percent', 'year', 'share']",['rose'],"['share_rose', 'year_rose', 'percent_rose']",[],3,positive,True
mr doring has been with eaton since 1989 and acted as the business unit manager for eaton s power controls business unit since january 2007,neutral,[],[],['business'],[],[],[],0,neutral,True
he confirmed his view on july 6,neutral,[],[],[],[],[],[],0,neutral,True
net sales of finnish sanoma learning & literature of finnish media group sanoma decreased by 3 6 in january june 2009 totalling eur 162 8 mn down from eur 168 8 mn in the corresponding period in 2008,negative,[],[],"['eur', 'sale', 'medium', 'period', 'net', 'group', 'june', 'mn']","['down', 'decreas']",[],"['period_down', 'sale_down', 'group_decreas', 'net_down', 'eur_down', 'net_decreas', 'eur_decreas', 'june_down', 'mn_down', 'medium_down', 'sale_decreas', 'group_down', 'period_decreas', 'medium_decreas', 'mn_decreas', 'june_decreas']",-16,negative,True
mr mikko saavalainen head of comptel s global sales concludes : gibtelecom provides a perfect illustration of the variety of business technical and regulatory challenges operators are facing in their oss today,neutral,['perfect'],['challenges'],"['sale', 'business']",[],[],[],0,neutral,True
product coverage : baked goods ; biscuits ; breakfast cereals data coverage : market sizes historic and forecasts company shares brand shares and distribution data,neutral,[],[],"['product', 'company', 'share']",[],[],[],0,neutral,True
finland s national carrier finnair plc carried a record 8 5 million passengers in 2005 an increase of 4 5 percent on the previous year the airline reported tuesday,positive,[],[],"['passenger', 'percent', 'year']",['increas'],"['year_increas', 'percent_increas', 'passenger_increas']",[],3,positive,True
serving customers locally is one of the cornerstones of customer focus for us,neutral,[],[],[],[],[],[],0,neutral,True
operating profit fell to eur 20 3 mn from eur 74 2 mn in the second quarter of 2008,negative,[],[],"['eur', 'quarter', 'profit', 'mn']",['fell'],[],"['quarter_fell', 'profit_fell', 'mn_fell', 'eur_fell']",-4,negative,True
the webcast may be followed online on the company website at www ruukki com investors,neutral,[],[],['company'],[],[],[],0,neutral,True
the following information was released by comptel : tomorrow the chairman of the federal communications commission is scheduled to deliver the national broadband plan to congress,neutral,[],[],['communication'],[],[],[],0,neutral,True
niklas skogster has been employed by the abb group in various positions concerning the development of operations,neutral,[],[],['group'],[],[],[],0,neutral,True
foodservice and consumer goods markets are served by approximately 13 000 people in 54 manufacturing units and several sales offices in 33 countries,neutral,[],[],['sale'],[],[],[],0,neutral,True
this corrensponds to 4 628 percent of okmetic s share capital and voting rights,neutral,[],[],"['capital', 'percent', 'share']",[],[],[],0,neutral,True
profitability ebit was 13 6 compared to 14 3 in q2 2009,negative,['profitability'],[],[],[],[],[],1,positive,False
participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the 2005 silver four door altima,neutral,[],[],[],[],[],[],0,neutral,True
the employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral,[],[],[],[],[],[],0,neutral,True
tekla group s net sales for 2006 were approximately 50 million euros and operating result 13 6 million euros,neutral,[],[],"['net', 'sale', 'group', 'result']",[],[],[],0,neutral,True
uponor improved its performance in spite of the decrease in residential construction in the us,positive,['improved'],[],['construction'],['decreas'],['construction_decreas'],[],2,positive,True
the machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood,neutral,[],[],[],[],[],[],0,neutral,True
adp news feb 12 2009 finnish it solutions provider affecto oyj hel : afe1v said today its net profit rose to eur 8 5 million usd 11m in 2008 from eur 7 million in 2007,positive,[],[],"['eur', 'news', 'solution', 'net', 'profit', 'oyj']",['rose'],"['eur_rose', 'solution_rose', 'profit_rose', 'oyj_rose', 'news_rose', 'net_rose']",[],6,positive,True
the terms of the transactions remained undisclosed,neutral,[],['undisclosed'],[],[],[],[],-1,negative,False
includes company and brand share data by category as well as distribution channel data,neutral,[],[],"['company', 'share']",[],[],[],0,neutral,True
market share decreased on the route between helsinki in finland and tallinn in estonia by 0 1 percentage points to 24 8,negative,[],[],['share'],['decreas'],[],['share_decreas'],-1,negative,True
the total capacity of the factory will be approximately 100 engines a year,neutral,[],[],['year'],[],[],[],0,neutral,True
the investment would be some eur5m,neutral,[],[],['investment'],[],[],[],0,neutral,True
the company operates a u s division in lisle ill,neutral,[],['ill'],['company'],[],[],[],-1,negative,False
pretax profit rose to eur 0 6 mn from eur 0 4 mn in the corresponding period in 2005,positive,[],[],"['eur', 'profit', 'period', 'mn']",['rose'],"['profit_rose', 'eur_rose', 'period_rose', 'mn_rose']",[],4,positive,True
in the sinter plant limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron making,neutral,[],[],['plant'],[],[],[],0,neutral,True
the investment will be worth approximately eur 100mn,neutral,[],[],"['eur', 'investment']",[],[],[],0,neutral,True
viking line s cargo revenue increased by 5 4 to eur 21 46 mn and cargo volume increased by 2 4 to 70 116 cargo units,positive,[],[],"['eur', 'revenue', 'volume', 'mn']",['increas'],"['revenue_increas', 'eur_increas', 'volume_increas', 'mn_increas']",[],4,positive,True
the marubeni group focuses on creating value chain from upstream to downstream encompassing a wide variety of business fields including oil & gas metals mineral resources foods pulp & paper and chemicals among others,neutral,[],[],"['metal', 'business', 'value', 'group', 'paper']",[],[],[],0,neutral,True
the ea reng group posted sales of approximately 84 million kroons for 2007,neutral,[],[],"['sale', 'group']",[],[],[],0,neutral,True
tekla s defense business employs over 20 persons and is located in espoo finland,neutral,[],[],['business'],[],[],[],0,neutral,True
net sales revenue per passenger is expected to increase,positive,[],[],"['net', 'sale', 'revenue', 'passenger']",['increas'],"['sale_increas', 'revenue_increas', 'net_increas', 'passenger_increas']",[],4,positive,True
the order also includes start up and commissioning services,neutral,[],[],['order'],['up'],['order_up'],[],1,positive,False
the guidance has been set at 90 basis points over mid swaps the report said,neutral,[],[],['report'],[],[],[],0,neutral,True
finnish bank of +àland s consolidated net operating profit increased from eur 4 8 mn in the first quarter of 2005 to eur 6 4 mn in the first quarter of 2006,positive,[],[],"['eur', 'quarter', 'net', 'profit', 'mn']",['increas'],"['quarter_increas', 'mn_increas', 'net_increas', 'eur_increas', 'profit_increas']",[],5,positive,True
runway visual range is a calculated assessment of the distance that a pilot can see down a runway,neutral,[],[],[],['down'],[],[],0,neutral,True
however two of the previously ordered sets will start producing electricity at the end of october 2010 it said,neutral,[],[],['end'],[],[],[],0,neutral,True
cash flow from operating activities before investments was eur 0 8 1 2 million,neutral,[],[],"['eur', 'investment']",[],[],[],0,neutral,True
motorola inc of the united states came second with shipments of 217 4 million units for a 21 3 percent market share followed by south korea s samsung electronics co with shipments of 118 0 million units for an 11 6 percent share,neutral,[],[],"['percent', 'share']",[],[],[],0,neutral,True
why not give your bedroom a cool makeover for summer,neutral,[],[],[],[],[],[],0,neutral,True
net income from life insurance rose to eur 16 5 mn from eur 14 0 mn and net income from non life insurance to eur 22 6 mn from eur 15 2 mn in 2009,positive,[],[],"['eur', 'net', 'income', 'mn']",['rose'],"['eur_rose', 'mn_rose', 'net_rose', 'income_rose']",[],4,positive,True
re use back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 petcore said previously,positive,[],[],[],"['increas', 'up']",[],[],0,neutral,False
h+ñkan dahlstr+âm head of mobility services at teliasonera has forecast that mobile data volume on the teliasonera network in sweden will rise eight fold to 200 000 tb by 2014,positive,[],[],['volume'],['rise'],['volume_rise'],[],1,positive,True
the segments through which the company operates are frozen food business seafoods vegetable oil business grain trading and other business operations,neutral,[],[],"['company', 'business']",[],[],[],0,neutral,True
sales climbed 19 2 pct to 1 002 bln eur surpassing the 953 mln eur consensus figure,positive,['surpassing'],[],"['eur', 'sale', 'mln']",['climb'],"['sale_climb', 'mln_climb', 'eur_climb']",[],4,positive,True
also a six year historic analysis is provided for this market,neutral,[],[],['year'],[],[],[],0,neutral,True
neste oil s refineries have a combined crude oil refining capacity of approximately 260 000 barrels a day,neutral,[],[],['day'],[],[],[],0,neutral,True
adp news oct 31 2008 finnish food company raisio oyj omx : raivv said today that its net profit jumped to eur 16 4 million usd 20 9 m for the first nine months of 2008 from eur 1 1 million for the same period of 2,positive,[],[],"['eur', 'news', 'month', 'period', 'net', 'profit', 'oyj', 'company']",['jump'],"['period_jump', 'oyj_jump', 'eur_jump', 'profit_jump', 'month_jump', 'news_jump', 'net_jump']",['company_jump'],6,positive,True
this corresponds to 6 81 percent of okmetic s share capital and voting rights,neutral,[],[],"['capital', 'percent', 'share']",[],[],[],0,neutral,True
payment for acquired shares will be made in cash and the price per share will be eur 1 plus an administration fee,neutral,[],[],"['eur', 'share']",[],[],[],0,neutral,True
operating profit of kauppalehti group rose to eur 1 5 mn from eur 1 3 mn and that of marketplaces to eur 1 3 mn from eur 1 0 mn in the third quarter of 2006,positive,[],[],"['eur', 'quarter', 'profit', 'group', 'mn']",['rose'],"['eur_rose', 'mn_rose', 'profit_rose', 'group_rose', 'quarter_rose']",[],5,positive,True
the ecb can mainly target inflation,neutral,[],[],[],[],[],[],0,neutral,True
adpnews feb 5 2010 finnish real estate investor sponda oyj hel : sda1v said today that it slipped to a net loss of eur 81 5 million usd 11 8 m in 2009 from a profit of eur 29 3 million in 2008,negative,[],['loss'],"['eur', 'net', 'profit', 'oyj']",[],[],[],-1,negative,True
the value of the multi year agreement is over eur 2mn a year,neutral,[],[],"['eur', 'value', 'year']",[],[],[],0,neutral,True
finnish security and privacy software solutions developer stonesoft oyj said on january 7 2008 that the preliminary sales of its stonegate products grew by 59 pct year on year to 3 6 mln euro $ 5 3 mln for the fourth quarter of 2007,positive,[],[],"['product', 'sale', 'quarter', 'mln', 'solution', 'oyj', 'year']",[],[],[],0,neutral,False
the shops are located in the capital region and the paijat hame region,neutral,[],[],['capital'],[],[],[],0,neutral,True
finnish talvivaara mining co hel : tlv1v said thursday it had picked bofa merrill lynch and jpmorgan nyse : jpm as joint bookrunners of its planned issue of convertible notes worth up to eur250m usd332m,neutral,[],[],[],['up'],[],[],0,neutral,True
the value of the total investment is about eur 600mn,neutral,[],[],"['eur', 'value', 'investment']",[],[],[],0,neutral,True
over the years the color orange has become synonymous with quality,neutral,[],[],['year'],[],[],[],0,neutral,True
no financial or pricing details were disclosed,neutral,[],['disclosed'],[],[],[],[],-1,negative,False
the move was triggered by weak demand for forestry equipment and the uncertain market situation,negative,[],['weak'],['demand'],[],[],[],-1,negative,True
after the split the number of k shares will be 9 540 000 and the number of a shares 26 885 540,neutral,[],[],['share'],[],[],[],0,neutral,True
operating profit totaled eur 9 4 mn down from eur 11 7 mn in 2004,negative,[],[],"['eur', 'profit', 'mn']",['down'],[],"['mn_down', 'profit_down', 'eur_down']",-3,negative,True
two other sites will be included later on,neutral,[],[],[],[],[],[],0,neutral,True
operating profit excluding non recurring items increased by 27 to eur 81 9 mn from eur 64 4 mn in the corresponding period in 2008,positive,[],[],"['eur', 'period', 'profit', 'item', 'mn']",['increas'],"['period_increas', 'mn_increas', 'eur_increas', 'item_increas', 'profit_increas']",[],5,positive,True
nordstjernan will make the offer in approximately one month in september 2007,neutral,[],[],"['september', 'month']",[],[],[],0,neutral,True
cash flow from operations totalled eur 7 4 mn compared to a negative eur 68 6 mn in the second quarter of 2008,positive,[],['negative'],"['eur', 'quarter', 'mn']",[],[],[],-1,negative,False
it is expected to be online by 2011,neutral,[],[],[],[],[],[],0,neutral,True
